card_id,study_id,study_type,title,year,doi_or_link,design,n,follow_up_years,effect_measure,effect_value,ci_lower,ci_upper,funding,risk_of_bias_tool,risk_of_bias_overall,source_api,notes,oa_pdf
card_stemless_any_5yr,doi:10.1016/j.xrrt.2021.07.003,primary_study,Subscapularis management in stemmed and stemless total shoulder arthroplasty: a surgeon decision-making analysis study.,2021,https://doi.org/10.1016/j.xrrt.2021.07.003,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,http://www.jsesreviewsreportstech.org/article/S2666639121000699/pdf
card_stemless_any_5yr,doi:10.1097/CORR.0000000000001869,primary_study,A Comparison of Revision Rates for Osteoarthritis of Primary Reverse Total Shoulder Arthroplasty to Primary Anatomic Shoulder Arthroplasty with a Cemented All-polyethylene Glenoid: Analysis from the Australian Orthopaedic Association National Joint Replacement Registry.,2021,https://doi.org/10.1097/CORR.0000000000001869,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://www.ncbi.nlm.nih.gov/pmc/articles/8445579
card_stemless_any_5yr,doi:10.1007/s12306-021-00710-1,primary_study,Stemless reverse total shoulder arthroplasty: a systematic review of contemporary literature.,2021,https://doi.org/10.1007/s12306-021-00710-1,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_stemless_any_5yr,doi:10.1016/j.jse.2021.04.033,primary_study,Posterior-approach total shoulder arthroplasty: a case series with a minimum of 2-year outcomes.,2021,https://doi.org/10.1016/j.jse.2021.04.033,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_stemless_any_5yr,doi:10.1016/j.jse.2021.04.032,primary_study,Midterm clinical and radiologic survivorship of a stemless total shoulder arthroplasty.,2021,https://doi.org/10.1016/j.jse.2021.04.032,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_stemless_any_5yr,doi:10.1155/2021/6667871,primary_study,Revision of a Stemless Anatomic Implant into a Stemless Reverse Implant.,2021,https://doi.org/10.1155/2021/6667871,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://downloads.hindawi.com/journals/crior/2021/6667871.pdf
card_stemless_any_5yr,doi:10.1080/17453674.2020.1871559,primary_study,The rate of 2nd revision for shoulder arthroplasty as analyzed by the Australian Orthopaedic Association National Joint Replacement Registry (AOANJRR).,2021,https://doi.org/10.1080/17453674.2020.1871559,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://www.tandfonline.com/doi/pdf/10.1080/17453674.2020.1871559?needAccess=true
card_metalbacked_any_5yr,doi:10.1016/j.xrrt.2021.01.005,systematic_review_or_meta_analysis,Hybrid fixation in anatomic shoulder arthroplasty: surgical technique and review of the literature,2021,https://doi.org/10.1016/j.xrrt.2021.01.005,systematic_review_or_meta_analysis,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,SR/MA candidate (PRISMA/AMSTAR-2 to assess).,https://doi.org/10.1016/j.xrrt.2021.01.005
card_metalbacked_any_5yr,doi:10.1136/bmjopen-2020-043449,systematic_review_or_meta_analysis,Glenoid failure after total shoulder arthroplasty with cemented all-polyethylene versus metal-backed implants: a systematic review protocol,2020,https://doi.org/10.1136/bmjopen-2020-043449,systematic_review_or_meta_analysis,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,SR/MA candidate (PRISMA/AMSTAR-2 to assess).,https://bmjopen.bmj.com/content/bmjopen/10/12/e043449.full.pdf
card_metalbacked_any_5yr,doi:10.3390/ma14102647,systematic_review_or_meta_analysis,The Clinical Application of Porous Tantalum and Its New Development for Bone Tissue Engineering,2021,https://doi.org/10.3390/ma14102647,systematic_review_or_meta_analysis,,,,,,,National Natural Science Foundation of China,,,PubMed/OpenAlex/Crossref/Unpaywall,SR/MA candidate (PRISMA/AMSTAR-2 to assess).,https://www.mdpi.com/1996-1944/14/10/2647/pdf?version=1621346189
card_metalbacked_any_5yr,doi:10.1186/s10195-020-00564-6,systematic_review_or_meta_analysis,Custom-made reverse shoulder arthroplasty for severe glenoid bone loss: review of the literature and our preliminary results,2021,https://doi.org/10.1186/s10195-020-00564-6,systematic_review_or_meta_analysis,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,SR/MA candidate (PRISMA/AMSTAR-2 to assess).,https://jorthoptraumatol.springeropen.com/track/pdf/10.1186/s10195-020-00564-6
card_metalbacked_any_5yr,doi:10.1177/1758573218790119,systematic_review_or_meta_analysis,Journey of the glenoid in anatomic total shoulder replacement,2018,https://doi.org/10.1177/1758573218790119,systematic_review_or_meta_analysis,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,SR/MA candidate (PRISMA/AMSTAR-2 to assess).,
card_metalbacked_any_5yr,doi:10.1016/j.actbio.2022.06.002,systematic_review_or_meta_analysis,Complex geometry and integrated macro-porosity: Clinical applications of electron beam melting to fabricate bespoke bone-anchored implants,2022,https://doi.org/10.1016/j.actbio.2022.06.002,systematic_review_or_meta_analysis,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,SR/MA candidate (PRISMA/AMSTAR-2 to assess).,https://doi.org/10.1016/j.actbio.2022.06.002
card_metalbacked_any_5yr,doi:10.1016/j.ocl.2018.02.010,systematic_review_or_meta_analysis,The Effect of Obesity in Shoulder Arthroplasty Outcomes and Complications,2018,https://doi.org/10.1016/j.ocl.2018.02.010,systematic_review_or_meta_analysis,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,SR/MA candidate (PRISMA/AMSTAR-2 to assess).,
card_metalbacked_any_5yr,doi:10.1007/s00256-019-03183-3,systematic_review_or_meta_analysis,Current peri-operative imaging concepts surrounding shoulder arthroplasty,2019,https://doi.org/10.1007/s00256-019-03183-3,systematic_review_or_meta_analysis,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,SR/MA candidate (PRISMA/AMSTAR-2 to assess).,https://link.springer.com/content/pdf/10.1007/s00256-019-03183-3.pdf
card_metalbacked_any_5yr,doi:10.1016/j.csm.2018.05.008,systematic_review_or_meta_analysis,Outcomes After Shoulder Replacement Surgery in the Young Patient,2018,https://doi.org/10.1016/j.csm.2018.05.008,systematic_review_or_meta_analysis,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,SR/MA candidate (PRISMA/AMSTAR-2 to assess).,
card_metalbacked_any_5yr,doi:10.1007/s11666-018-0798-8,systematic_review_or_meta_analysis,Medicine Meets Thermal Spray Technology: A Review of Patents,2018,https://doi.org/10.1007/s11666-018-0798-8,systematic_review_or_meta_analysis,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,SR/MA candidate (PRISMA/AMSTAR-2 to assess).,https://link.springer.com/content/pdf/10.1007/s11666-018-0798-8.pdf
card_metalbacked_any_5yr,doi:10.2147/orr.s312870,systematic_review_or_meta_analysis,Recent Advances in the Design and Application of Shoulder Arthroplasty Implant Systems and Their Impact on Clinical Outcomes: A Comprehensive Review,2024,https://doi.org/10.2147/orr.s312870,systematic_review_or_meta_analysis,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,SR/MA candidate (PRISMA/AMSTAR-2 to assess).,https://doi.org/10.2147/orr.s312870
card_metalbacked_any_5yr,doi:10.1007/s00264-023-05698-w,systematic_review_or_meta_analysis,The history of resection prosthesis,2023,https://doi.org/10.1007/s00264-023-05698-w,systematic_review_or_meta_analysis,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,SR/MA candidate (PRISMA/AMSTAR-2 to assess).,https://hdl.handle.net/11577/3466185
card_metalbacked_any_5yr,doi:10.1177/2471549219865786,systematic_review_or_meta_analysis,Autografting for B2 Glenoids,2019,https://doi.org/10.1177/2471549219865786,systematic_review_or_meta_analysis,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,SR/MA candidate (PRISMA/AMSTAR-2 to assess).,https://journals.sagepub.com/doi/pdf/10.1177/2471549219865786
card_metalbacked_any_5yr,doi:10.3390/jcm13082370,systematic_review_or_meta_analysis,Common Factors in Shoulder and Hip Arthroplasty Implant Failures: A Historical Review,2024,https://doi.org/10.3390/jcm13082370,systematic_review_or_meta_analysis,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,SR/MA candidate (PRISMA/AMSTAR-2 to assess).,https://www.mdpi.com/2077-0383/13/8/2370/pdf?version=1713449194
card_metalbacked_any_5yr,doi:10.1080/17434440.2021.2014318,systematic_review_or_meta_analysis,Limited value of current shoulder arthroplasty registries in evidence-based shoulder surgery: a review of 7 national registries,2021,https://doi.org/10.1080/17434440.2021.2014318,systematic_review_or_meta_analysis,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,SR/MA candidate (PRISMA/AMSTAR-2 to assess).,
card_metalbacked_any_5yr,doi:10.1016/j.jajs.2019.01.005,systematic_review_or_meta_analysis,Management of glenohumeral arthritis in the young patient – A systematic review,2019,https://doi.org/10.1016/j.jajs.2019.01.005,systematic_review_or_meta_analysis,,,,,,,Mathys,,,PubMed/OpenAlex/Crossref/Unpaywall,SR/MA candidate (PRISMA/AMSTAR-2 to assess).,
card_metalbacked_any_5yr,doi:10.1016/j.jse.2025.02.057,primary_study,Why do primary anatomic total shoulder arthroplasties fail today? A systematic review and meta-analysis.,2025,https://doi.org/10.1016/j.jse.2025.02.057,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.7759/cureus.75092,primary_study,Component Mix-Match for Anatomic Total Shoulder Arthroplasty Revision: A Case Report.,2024,https://doi.org/10.7759/cureus.75092,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://doi.org/10.7759/cureus.75092
card_metalbacked_any_5yr,doi:10.1016/j.jse.2023.12.012,primary_study,Short-term radiographic and clinical outcomes of patients treated with anatomic total shoulder arthroplasty using a modern-generation implant with a metal-backed glenoid component.,2024,https://doi.org/10.1016/j.jse.2023.12.012,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1016/j.jse.2023.12.004,primary_study,"A multicenter, randomized controlled trial comparing a second-generation uncemented trabecular metal-backed vs. cemented polyethylene glenoid component in total shoulder arthroplasty: 5-year results.",2024,https://doi.org/10.1016/j.jse.2023.12.004,primary_study,,,,,,,Zimmer Inc; Canadian Orthopaedic Foundation,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1177/24715492221142856,primary_study,Glenoid Prosthesis Design Considerations in Anatomic Total Shoulder Arthroplasty.,2022,https://doi.org/10.1177/24715492221142856,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://doi.org/10.1177/24715492221142856
card_metalbacked_any_5yr,doi:10.3390/jcm11206107,primary_study,Clinical and Radiologic Outcomes after Anatomical Total Shoulder Replacement Using a Modular Metal-Backed Glenoid after a Mean Follow-Up of 5.7 Years.,2022,https://doi.org/10.3390/jcm11206107,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://doi.org/10.3390/jcm11206107
card_metalbacked_any_5yr,doi:10.1016/j.jse.2021.10.014,primary_study,Evaluation of clinical and radiographic outcomes after total shoulder arthroplasty with inset Trabecular Metal-backed glenoid.,2022,https://doi.org/10.1016/j.jse.2021.10.014,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1177/1758573219901122,primary_study,Medium-term rates of radiolucency after primary total shoulder arthroplasty using a cementless metal-backed pegged polyethylene glenoid.,2021,https://doi.org/10.1177/1758573219901122,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1302/2633-1462.29.BJO-2021-0073.R1,primary_study,"Two-year results of a multi-centre, randomized controlled trial comparing a second-generation uncemented trabecular metal-backed versus cemented polyethylene glenoid component in total shoulder arthroplasty.",2021,https://doi.org/10.1302/2633-1462.29.BJO-2021-0073.R1,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://boneandjoint.org.uk/article/10.1302/2633-1462.29.BJO-2021-0073.R1/pdf
card_metalbacked_any_5yr,doi:10.1007/s00402-021-04021-9,primary_study,Radiologic midterm results of cemented and uncemented glenoid components in primary osteoarthritis of the shoulder: a matched pair analysis.,2023,https://doi.org/10.1007/s00402-021-04021-9,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1177/1758573220914277,primary_study,Modern trabecular metal-backed glenoid components in total shoulder arthroplasty: What is the evidence? A systematic review.,2021,https://doi.org/10.1177/1758573220914277,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://journals.sagepub.com/doi/pdf/10.1177/1758573220914277
card_metalbacked_any_5yr,doi:10.1136/bmjopen-2020-043449,primary_study,Glenoid failure after total shoulder arthroplasty with cemented all-polyethylene versus metal-backed implants: a systematic review protocol.,2020,https://doi.org/10.1136/bmjopen-2020-043449,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://bmjopen.bmj.com/content/bmjopen/10/12/e043449.full.pdf
card_metalbacked_any_5yr,doi:10.1177/1758573218789339,primary_study,Short-term rates of radiolucency after primary total shoulder arthroplasty using a cementless metal-backed pegged polyethylene glenoid.,2020,https://doi.org/10.1177/1758573218789339,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://www.ncbi.nlm.nih.gov/pmc/articles/7726176
card_metalbacked_any_5yr,doi:10.1016/j.jse.2020.07.025,primary_study,Cemented versus uncemented fixation of second-generation Trabecular Metal glenoid components: minimum 5-year outcomes.,2021,https://doi.org/10.1016/j.jse.2020.07.025,primary_study,,,,,,,University of Rochester; Zimmer Biomet,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1016/j.jse.2020.03.008,primary_study,Cemented vs. uncemented glenoid fixation in total shoulder arthroplasty for osteoarthritis: a New Zealand Joint Registry study.,2020,https://doi.org/10.1016/j.jse.2020.03.008,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1016/j.jse.2019.09.019,primary_study,How much bone support does an anatomic glenoid component need?,2020,https://doi.org/10.1016/j.jse.2019.09.019,primary_study,,,,,,,Orthophysics; Zimmer Biomet; Smith & Nephew,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,http://www.jshoulderelbow.org/article/S1058274619306469/pdf
card_metalbacked_any_5yr,doi:10.1186/s12891-020-3135-6,primary_study,Loosening and revision rates after total shoulder arthroplasty: a systematic review of cemented all-polyethylene glenoid and three modern designs of metal-backed glenoid.,2020,https://doi.org/10.1186/s12891-020-3135-6,primary_study,,,,,,,Ministry of Education,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://bmcmusculoskeletdisord.biomedcentral.com/track/pdf/10.1186/s12891-020-3135-6
card_metalbacked_any_5yr,doi:10.1177/1758573218790119,primary_study,Journey of the glenoid in anatomic total shoulder replacement.,2019,https://doi.org/10.1177/1758573218790119,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1302/0301-620X.100B4.BJJ-2017-0495.R2,primary_study,Anatomical total shoulder arthroplasty in young patients with osteoarthritis: all-polyethylene versus metal-backed glenoid.,2018,https://doi.org/10.1302/0301-620X.100B4.BJJ-2017-0495.R2,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://hal.science/hal-02135074
card_metalbacked_any_5yr,doi:10.1097/BTH.0000000000000127,primary_study,Survivorship of Trabecular Metal Anchored Glenoid Total Shoulder Arthroplasties.,2016,https://doi.org/10.1097/BTH.0000000000000127,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1007/s12178-016-9319-x,primary_study,Porous metals and alternate bearing surfaces in shoulder arthroplasty.,2016,https://doi.org/10.1007/s12178-016-9319-x,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1302/0301-620X.98B1.36620,primary_study,Total shoulder arthroplasty with a second-generation tantalum trabecular metal-backed glenoid component: Clinical and radiographic outcomes at a mean follow-up of 38 months.,2016,https://doi.org/10.1302/0301-620X.98B1.36620,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,http://www.bjj.boneandjoint.org.uk/content/98-B/1/75.full.pdf
card_metalbacked_any_5yr,doi:10.4103/0973-6042.167952,primary_study,Catastrophic failure of a low profile metal-backed glenoid component after total shoulder arthroplasty.,2015,https://doi.org/10.4103/0973-6042.167952,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://www.ncbi.nlm.nih.gov/pmc/articles/4640001
card_metalbacked_any_5yr,url:https://pubmed.ncbi.nlm.nih.gov/26372761/,primary_study,Midterm Follow-Up of Metal-Backed Glenoid Components in Anatomical Total Shoulder Arthroplasties.,2015,https://pubmed.ncbi.nlm.nih.gov/26372761/,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1016/j.jse.2015.02.012,primary_study,Metal-backed glenoid implant with polyethylene insert is not a viable long-term therapeutic option.,2015,https://doi.org/10.1016/j.jse.2015.02.012,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.2106/JBJS.M.00674,primary_study,Metal-Backed Glenoid Components Have a Higher Rate of Failure and Fail by Different Modes in Comparison with All-Polyethylene Components: A Systematic Review.,2014,https://doi.org/10.2106/JBJS.M.00674,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1016/j.jse.2014.01.038,primary_study,Load transfer after cemented total shoulder arthroplasty.,2014,https://doi.org/10.1016/j.jse.2014.01.038,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.2106/JBJS.M.00378,primary_study,Radiographic changes around humeral components in shoulder arthroplasty.,2014,https://doi.org/10.2106/JBJS.M.00378,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1016/j.jse.2013.09.023,primary_study,Nonstandard glenoid components for bone deficiencies in shoulder arthroplasty.,2014,https://doi.org/10.1016/j.jse.2013.09.023,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,url:https://pubmed.ncbi.nlm.nih.gov/24328579/,primary_study,"Use of a caged, bone ingrowth, glenoid implant in anatomic total shoulder arthroplasty technique and early results.",2013,https://pubmed.ncbi.nlm.nih.gov/24328579/,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1016/j.jse.2013.01.036,primary_study,Fully uncemented glenoid component in total shoulder arthroplasty.,2013,https://doi.org/10.1016/j.jse.2013.01.036,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1016/j.jse.2012.08.009,primary_study,Aseptic glenoid loosening or failure in total shoulder arthroplasty: revision with glenoid reimplantation.,2013,https://doi.org/10.1016/j.jse.2012.08.009,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1016/j.jse.2012.07.005,primary_study,Midterm results of a total shoulder prosthesis fixed with a cementless glenoid component.,2013,https://doi.org/10.1016/j.jse.2012.07.005,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1007/s00776-012-0308-7,primary_study,An uncemented metal-backed glenoid component in total shoulder arthroplasty for osteoarthritis: factors affecting survival and outcome.,2013,https://doi.org/10.1007/s00776-012-0308-7,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1002/14651858.CD008089.pub2,primary_study,Surgery for shoulder osteoarthritis.,2010,https://doi.org/10.1002/14651858.CD008089.pub2,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1016/j.jse.2009.12.021,primary_study,Total shoulder arthroplasty with an uncemented soft-metal-backed glenoid component.,2010,https://doi.org/10.1016/j.jse.2009.12.021,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.2106/JBJS.F.01613,primary_study,Long-term results of cemented metal-backed glenoid components for osteoarthritis of the shoulder.,2009,https://doi.org/10.2106/JBJS.F.01613,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.2106/JBJS.G.00966,primary_study,"Total shoulder arthroplasty with a metal-backed, bone-ingrowth glenoid component. Medium to long-term results.",2008,https://doi.org/10.2106/JBJS.G.00966,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.2106/JBJS.F.00711,primary_study,Reimplantation of a glenoid component following component removal and allogenic bone-grafting.,2007,https://doi.org/10.2106/JBJS.F.00711,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1016/j.jse.2006.12.009,primary_study,Polyethylene insert exchange for wear after total shoulder arthroplasty.,2007,https://doi.org/10.1016/j.jse.2006.12.009,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1243/0954411041932818,primary_study,Effect of joint conformity on glenoid component fixation in total shoulder arthroplasty.,2004,https://doi.org/10.1243/0954411041932818,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1016/j.jbiomech.2004.02.001,primary_study,Stress analysis of cemented glenoid prostheses in total shoulder arthroplasty.,2004,https://doi.org/10.1016/j.jbiomech.2004.02.001,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1243/095441103762597737,primary_study,Contact stresses in the glenoid component in total shoulder arthroplasty.,2003,https://doi.org/10.1243/095441103762597737,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1067/mse.2002.125807,primary_study,"Cemented polyethylene versus uncemented metal-backed glenoid components in total shoulder arthroplasty: a prospective, double-blind, randomized study.",2002,https://doi.org/10.1067/mse.2002.125807,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_metalbacked_any_5yr,doi:10.1007/s007760050073,primary_study,Total shoulder arthroplasty -- current problems and possible solutions.,1999,https://doi.org/10.1007/s007760050073,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_allpoly_any_5yr,doi:10.1016/j.xrrt.2021.07.002,systematic_review_or_meta_analysis,Reverse shoulder arthroplasty used for revision of reverse shoulder arthroplasty: a systematic review,2021,https://doi.org/10.1016/j.xrrt.2021.07.002,systematic_review_or_meta_analysis,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,SR/MA candidate (PRISMA/AMSTAR-2 to assess).,https://doi.org/10.1016/j.xrrt.2021.07.002
card_allpoly_any_5yr,doi:10.5435/jaaos-d-16-00408,systematic_review_or_meta_analysis,Instability in Reverse Total Shoulder Arthroplasty,2018,https://doi.org/10.5435/jaaos-d-16-00408,systematic_review_or_meta_analysis,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,SR/MA candidate (PRISMA/AMSTAR-2 to assess).,
card_allpoly_any_5yr,doi:10.2106/jbjs.rvw.17.00112,systematic_review_or_meta_analysis,Outcomes of Anatomic Total Shoulder Arthroplasty with B2 Glenoids,2018,https://doi.org/10.2106/jbjs.rvw.17.00112,systematic_review_or_meta_analysis,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,SR/MA candidate (PRISMA/AMSTAR-2 to assess).,
